site,trap_type,transect,station,year,month,season,rainfall_season,x_long,y_lat,count,Cxpa,elevation,distance,precip,preciplag1,preciplag2,tmean,tmeanlag1,tmeanlag2,tmax,tmaxlag1,tmaxlag2,tmin,tminlag1,tminlag2
BRY,co2,800,300,2003,12,winter,wet,-154.9263322,19.4486997,0,0,275.39,639.85,262,233,100,20.13,20.9,23.15,23.77,24.64,28.12,16.49,17.16,18.17
BRY,co2,800,900,2003,12,winter,wet,-154.9264148,19.45408263,1,1,274.59,117.03,270,239,104,20.11,20.88,23.11,23.75,24.61,28.08,16.46,17.14,18.14
BRY,co2,0,900,2004,1,winter,wet,-154.9340034,19.4539657,1,1,296.9,169.66,461,269,245,19.69,19.94,20.7,23.95,23.63,24.47,15.42,16.25,16.92
BRY,co2,200,400,2004,1,winter,wet,-154.9320509,19.44949421,3,1,299.34,451.37,456,262,238,19.72,19.97,20.75,23.97,23.65,24.52,15.46,16.29,16.97
BRY,co2,400,400,2004,1,winter,wet,-154.9301372,19.44952551,0,0,292.15,627.04,453,262,236,19.74,20,20.77,23.99,23.67,24.54,15.49,16.32,17
BRY,co2,400,900,2004,1,winter,wet,-154.9301762,19.45406069,2,1,286.42,137.52,457,270,241,19.78,20.03,20.79,24.02,23.69,24.54,15.53,16.36,17.03
BRY,co2,600,900,2004,1,winter,wet,-154.9282527,19.45407213,11,1,278,127.02,455,270,240,19.83,20.08,20.85,24.06,23.73,24.59,15.6,16.43,17.11
BRY,co2,800,100,2004,1,winter,wet,-154.9263041,19.44686906,2,1,265.39,489.92,446,258,230,19.93,20.19,20.97,24.13,23.81,24.7,15.72,16.56,17.24
BRY,co2,800,500,2004,1,winter,wet,-154.9263725,19.45049689,3,1,273.45,514.84,451,266,236,19.87,20.12,20.89,24.09,23.76,24.63,15.64,16.48,17.15
BRY,co2,0,800,2004,2,winter,wet,-154.9340261,19.45311022,0,0,302.37,152.23,327,461,269,19.89,19.69,19.94,24.06,23.95,23.63,15.72,15.42,16.25
BRY,co2,200,200,2004,2,winter,wet,-154.9320334,19.44769557,0,0,302.1,513.52,325,456,262,19.92,19.72,19.97,24.08,23.97,23.65,15.76,15.46,16.29
BRY,co2,400,400,2004,2,winter,wet,-154.9301372,19.44952551,1,1,292.15,627.04,326,453,262,19.95,19.74,20,24.1,23.99,23.67,15.79,15.49,16.32
BRY,co2,400,700,2004,2,winter,wet,-154.9301545,19.45222718,1,1,291.05,340.93,330,457,270,19.98,19.78,20.03,24.12,24.02,23.69,15.83,15.53,16.36
BRY,co2,600,100,2004,2,winter,wet,-154.9282531,19.44685457,2,1,281.32,642.94,325,448,257,20.06,19.86,20.12,24.18,24.08,23.76,15.94,15.63,16.47
BRY,co2,600,700,2004,2,winter,wet,-154.9282784,19.45222004,10,1,279.66,332.72,331,455,270,20.04,19.83,20.08,24.16,24.06,23.73,15.91,15.6,16.43
BRY,co2,600,800,2004,2,winter,wet,-154.9282655,19.4531511,3,1,279.71,229.31,331,455,270,20.04,19.83,20.08,24.17,24.06,23.73,15.91,15.6,16.43
BRY,co2,800,700,2004,2,winter,wet,-154.9263267,19.45226789,2,1,273.86,318.04,332,453,270,20.06,19.86,20.11,24.18,24.08,23.75,15.94,15.63,16.46
BRY,co2,0,200,2004,3,spring,wet,-154.9339391,19.44771195,0,0,311.92,312.67,604,324,459,19.6,19.85,19.65,23.18,24.03,23.92,16.01,15.67,15.37
BRY,co2,0,700,2004,3,spring,wet,-154.9340494,19.45223084,0,0,305.79,157.81,610,327,461,19.63,19.89,19.69,23.2,24.06,23.95,16.06,15.72,15.42
BRY,co2,200,100,2004,3,spring,wet,-154.9320614,19.44679597,1,1,303.58,515.83,599,324,454,19.65,19.9,19.7,23.22,24.07,23.96,16.08,15.73,15.43
BRY,co2,200,300,2004,3,spring,wet,-154.9320062,19.44856707,0,0,298.52,519.83,603,325,456,19.67,19.92,19.72,23.23,24.08,23.97,16.1,15.76,15.46
BRY,co2,200,500,2004,3,spring,wet,-154.9320946,19.45039987,0,0,301.2,399.15,606,327,457,19.65,19.91,19.7,23.22,24.07,23.96,16.08,15.74,15.44
BRY,co2,400,500,2004,3,spring,wet,-154.9301332,19.45042979,0,0,293.16,540.33,606,328,455,19.71,19.96,19.75,23.26,24.11,24,16.15,15.81,15.5
BRY,co2,800,100,2004,3,spring,wet,-154.9263041,19.44686906,0,0,265.39,489.92,596,326,446,19.89,20.14,19.93,23.41,24.24,24.13,16.37,16.03,15.72
BRY,co2,0,900,2004,4,spring,wet,-154.9340034,19.4539657,0,0,296.9,169.66,405,610,327,20.06,19.63,19.89,23.85,23.2,24.06,16.26,16.06,15.72
BRY,co2,200,300,2004,4,spring,wet,-154.9320062,19.44856707,1,1,298.52,519.83,398,603,325,20.1,19.67,19.92,23.89,23.23,24.08,16.3,16.1,15.76
BRY,co2,200,800,2004,4,spring,wet,-154.9321261,19.45309281,0,0,293.88,279.93,405,609,329,20.11,19.69,19.95,23.89,23.24,24.1,16.33,16.13,15.79
BRY,co2,200,900,2004,4,spring,wet,-154.9321566,19.45403056,0,0,291,175.68,405,609,329,20.11,19.69,19.95,23.89,23.24,24.1,16.33,16.13,15.79
BRY,co2,600,400,2004,4,spring,wet,-154.9282039,19.44955224,0,0,280.37,628.48,398,601,327,20.18,19.74,20,23.95,23.29,24.14,16.4,16.19,15.85
BRY,co2,600,500,2004,4,spring,wet,-154.9282382,19.45043189,0,0,279.56,531,401,605,329,20.22,19.79,20.04,23.97,23.32,24.17,16.46,16.25,15.91
BRY,co2,600,800,2004,4,spring,wet,-154.9282655,19.4531511,0,0,279.71,229.31,405,607,331,20.21,19.78,20.04,23.96,23.32,24.17,16.45,16.24,15.91
BRY,co2,0,900,2004,5,spring,dry,-154.9340034,19.4539657,0,0,296.9,169.66,161,405,610,21.53,20.06,19.63,25.32,23.85,23.2,17.74,16.26,16.06
BRY,co2,200,600,2004,5,spring,dry,-154.9320956,19.45129325,0,0,300.98,372.34,161,401,606,21.55,20.08,19.65,25.33,23.87,23.22,17.77,16.28,16.08
BRY,co2,200,900,2004,5,spring,dry,-154.9321566,19.45403056,0,0,291,175.68,162,405,609,21.58,20.11,19.69,25.35,23.89,23.24,17.81,16.33,16.13
BRY,co2,400,800,2004,5,spring,dry,-154.9301651,19.45312529,0,0,288.45,241.29,163,405,608,21.62,20.15,19.72,25.38,23.92,23.27,17.85,16.38,16.17
BRY,co2,600,700,2004,5,spring,dry,-154.9282784,19.45222004,1,1,279.66,332.72,164,405,607,21.67,20.21,19.78,25.42,23.96,23.32,17.92,16.45,16.24
BRY,co2,600,900,2004,5,spring,dry,-154.9282527,19.45407213,4,1,278,127.02,164,405,607,21.67,20.21,19.78,25.42,23.96,23.32,17.92,16.45,16.24
BRY,co2,800,400,2004,5,spring,dry,-154.9263517,19.44956863,0,0,273.04,596.38,163,398,600,21.73,20.26,19.83,25.47,24.01,23.36,17.98,16.51,16.3
BRY,co2,800,900,2004,5,spring,dry,-154.9264148,19.45408263,2,1,274.59,117.03,165,405,606,21.7,20.23,19.81,25.44,23.98,23.34,17.95,16.48,16.28
BRY,co2,0,400,2004,6,summer,dry,-154.9339791,19.44951145,0,0,309.46,303.99,155,159,398,21.9,21.5,20.02,26.27,25.3,23.83,17.52,17.7,16.21
BRY,co2,0,600,2004,6,summer,dry,-154.934019,19.45131096,0,0,308.17,173.68,157,160,402,21.9,21.51,20.03,26.26,25.3,23.83,17.53,17.71,16.23
BRY,co2,400,100,2004,6,summer,dry,-154.9301096,19.44682578,0,0,293.57,701.84,155,159,394,22.04,21.63,20.16,26.38,25.4,23.94,17.69,17.86,16.38
BRY,co2,400,500,2004,6,summer,dry,-154.9301332,19.45042979,3,1,293.16,540.33,157,162,401,22,21.6,20.13,26.33,25.37,23.91,17.66,17.83,16.35
BRY,co2,400,700,2004,6,summer,dry,-154.9301545,19.45222718,3,1,291.05,340.93,159,163,405,22.01,21.62,20.15,26.33,25.38,23.92,17.68,17.85,16.37
BRY,co2,600,100,2004,6,summer,dry,-154.9282531,19.44685457,1,1,281.32,642.94,155,160,394,22.12,21.72,20.25,26.44,25.46,24.01,17.8,17.97,16.48
BRY,co2,800,900,2004,6,summer,dry,-154.9264148,19.45408263,9,1,274.59,117.03,159,165,405,22.09,21.7,20.23,26.39,25.44,23.98,17.79,17.95,16.48
BRY,co2,0,100,2004,7,summer,dry,-154.933909,19.44681241,0,0,314.62,321.5,115,154,158,22.49,21.89,21.49,27.3,26.28,25.29,17.68,17.5,17.68
BRY,co2,0,700,2004,7,summer,dry,-154.9340494,19.45223084,1,1,305.79,157.81,120,158,161,22.52,21.92,21.53,27.29,26.26,25.32,17.75,17.57,17.74
BRY,co2,200,200,2004,7,summer,dry,-154.9320334,19.44769557,2,1,302.1,513.52,117,156,160,22.57,21.97,21.57,27.34,26.32,25.35,17.8,17.61,17.79
BRY,co2,200,900,2004,7,summer,dry,-154.9321566,19.45403056,0,0,291,175.68,120,158,162,22.58,21.97,21.58,27.33,26.3,25.35,17.82,17.64,17.81
BRY,co2,400,700,2004,7,summer,dry,-154.9301545,19.45222718,0,0,291.05,340.93,120,159,163,22.61,22.01,21.62,27.35,26.33,25.38,17.86,17.68,17.85
BRY,co2,800,200,2004,7,summer,dry,-154.9263179,19.44776895,0,0,275.91,569.69,117,157,163,22.73,22.13,21.73,27.45,26.43,25.47,18,17.82,17.98
BRY,co2,800,300,2004,7,summer,dry,-154.9263322,19.4486997,0,0,275.39,639.85,117,157,163,22.73,22.13,21.73,27.45,26.43,25.47,18,17.82,17.98
BRY,co2,200,500,2004,8,summer,dry,-154.9320946,19.45039987,1,1,301.2,399.15,137,119,157,23.28,22.55,21.94,28.1,27.32,26.29,18.46,17.77,17.59
BRY,co2,400,900,2004,8,summer,dry,-154.9301762,19.45406069,13,1,286.42,137.52,137,120,159,23.34,22.61,22.01,28.13,27.35,26.33,18.55,17.86,17.68
BRY,co2,600,300,2004,8,summer,dry,-154.9281699,19.44868017,2,1,286.94,725.11,135,117,156,23.38,22.65,22.05,28.18,27.4,26.38,18.57,17.89,17.71
BRY,co2,600,500,2004,8,summer,dry,-154.9282382,19.45043189,6,1,279.56,531,136,119,158,23.41,22.68,22.08,28.19,27.41,26.39,18.63,17.95,17.77
BRY,co2,600,900,2004,8,summer,dry,-154.9282527,19.45407213,1,1,278,127.02,136,121,159,23.4,22.67,22.07,28.17,27.39,26.37,18.62,17.94,17.76
BRY,co2,800,200,2004,8,summer,dry,-154.9263179,19.44776895,0,0,275.91,569.69,134,117,157,23.46,22.73,22.13,28.23,27.45,26.43,18.68,18,17.82
BRY,co2,800,300,2004,8,summer,dry,-154.9263322,19.4486997,0,0,275.39,639.85,134,117,157,23.46,22.73,22.13,28.23,27.45,26.43,18.68,18,17.82
BRY,co2,800,400,2004,8,summer,dry,-154.9263517,19.44956863,1,1,273.04,596.38,134,117,157,23.46,22.73,22.13,28.23,27.45,26.43,18.68,18,17.82
BRY,co2,0,200,2004,9,fall,dry,-154.9339391,19.44771195,0,0,311.92,312.67,101,137,117,23.16,23.24,22.5,28.53,28.08,27.3,17.78,18.39,17.7
BRY,co2,0,300,2004,9,fall,dry,-154.933968,19.44857326,0,0,309.54,321.22,101,137,117,23.16,23.24,22.5,28.53,28.08,27.3,17.78,18.39,17.7
BRY,co2,0,400,2004,9,fall,dry,-154.9339791,19.44951145,2,1,309.46,303.99,101,137,117,23.16,23.24,22.5,28.53,28.08,27.3,17.78,18.39,17.7
BRY,co2,400,400,2004,9,fall,dry,-154.9301372,19.44952551,0,0,292.15,627.04,100,136,117,23.25,23.33,22.6,28.6,28.15,27.37,17.9,18.51,17.83
BRY,co2,600,700,2004,9,fall,dry,-154.9282784,19.45222004,7,1,279.66,332.72,104,136,121,23.32,23.4,22.67,28.63,28.17,27.39,18.01,18.62,17.94
BRY,co2,800,200,2004,9,fall,dry,-154.9263179,19.44776895,0,0,275.91,569.69,101,134,117,23.39,23.46,22.73,28.7,28.23,27.45,18.07,18.68,18
BRY,co2,800,800,2004,9,fall,dry,-154.9263703,19.45316688,4,1,275.08,218.46,104,136,121,23.35,23.42,22.69,28.65,28.18,27.41,18.04,18.66,17.97
BRY,co2,0,500,2004,10,fall,dry,-154.9339901,19.45043386,7,1,309.16,225.5,274,102,138,22.43,23.15,23.24,26.78,28.52,28.07,18.08,17.78,18.4
BRY,co2,200,200,2004,10,fall,dry,-154.9320334,19.44769557,3,1,302.1,513.52,270,100,136,22.51,23.23,23.31,26.84,28.58,28.13,18.17,17.87,18.48
BRY,co2,200,600,2004,10,fall,dry,-154.9320956,19.45129325,0,0,300.98,372.34,275,102,137,22.48,23.2,23.28,26.82,28.55,28.1,18.14,17.84,18.46
BRY,co2,200,700,2004,10,fall,dry,-154.9320967,19.45218842,7,1,299.2,363.31,279,104,138,22.51,23.23,23.31,26.84,28.57,28.11,18.18,17.89,18.5
BRY,co2,400,200,2004,10,fall,dry,-154.9301249,19.44772565,0,0,299.07,714.58,270,100,136,22.54,23.25,23.33,26.87,28.6,28.15,18.2,17.9,18.51
BRY,co2,600,600,2004,10,fall,dry,-154.9282589,19.4513514,0,0,279.72,429.04,275,102,136,22.62,23.34,23.41,26.93,28.65,28.19,18.31,18.02,18.63
BRY,co2,800,800,2004,10,fall,dry,-154.9263703,19.45316688,0,0,275.08,218.46,280,104,136,22.63,23.35,23.42,26.93,28.65,28.18,18.33,18.04,18.66
BRY,co2,200,400,2004,11,fall,wet,-154.9320509,19.44949421,1,1,299.34,451.37,226,270,100,21.21,22.51,23.23,25.48,26.85,28.58,16.94,18.17,17.87
BRY,co2,200,500,2004,11,fall,wet,-154.9320946,19.45039987,6,1,301.2,399.15,228,275,102,21.19,22.48,23.2,25.46,26.82,28.55,16.91,18.14,17.84
BRY,co2,400,100,2004,11,fall,wet,-154.9301096,19.44682578,0,0,293.57,701.84,224,266,99,21.28,22.57,23.3,25.54,26.9,28.64,17.01,18.24,17.95
BRY,co2,400,500,2004,11,fall,wet,-154.9301332,19.45042979,2,1,293.16,540.33,226,275,102,21.25,22.53,23.25,25.51,26.86,28.59,16.98,18.2,17.91
BRY,co2,600,300,2004,11,fall,wet,-154.9281699,19.44868017,0,0,286.94,725.11,224,271,101,21.29,22.58,23.3,25.55,26.9,28.63,17.03,18.26,17.96
BRY,co2,600,600,2004,11,fall,wet,-154.9282589,19.4513514,0,0,279.72,429.04,225,275,102,21.33,22.62,23.34,25.57,26.93,28.65,17.08,18.31,18.02
BRY,co2,800,300,2004,11,fall,wet,-154.9263322,19.4486997,0,0,275.39,639.85,222,271,101,21.37,22.67,23.39,25.61,26.97,28.7,17.13,18.36,18.08
BRY,co2,0,500,2004,12,winter,wet,-154.9339901,19.45043386,0,0,309.16,225.5,289,229,274,19.95,21.14,22.43,24.16,25.42,26.78,15.73,16.86,18.08
BRY,co2,200,400,2004,12,winter,wet,-154.9320509,19.44949421,0,0,299.34,451.37,286,226,270,20.01,21.21,22.51,24.21,25.48,26.85,15.81,16.94,18.17
BRY,co2,200,600,2004,12,winter,wet,-154.9320956,19.45129325,0,0,300.98,372.34,289,228,275,19.99,21.19,22.48,24.2,25.46,26.82,15.78,16.91,18.14
BRY,co2,400,100,2004,12,winter,wet,-154.9301096,19.44682578,0,0,293.57,701.84,282,224,266,20.07,21.28,22.57,24.26,25.54,26.9,15.88,17.01,18.24
BRY,co2,400,300,2004,12,winter,wet,-154.930141,19.44866823,0,0,294.63,670.46,285,225,270,20.04,21.24,22.54,24.23,25.51,26.87,15.84,16.97,18.2
BRY,co2,400,800,2004,12,winter,wet,-154.9301651,19.45312529,0,0,288.45,241.29,291,228,279,20.06,21.26,22.55,24.24,25.51,26.87,15.87,17,18.22
BRY,co2,600,100,2004,12,winter,wet,-154.9282531,19.44685457,0,0,281.32,642.94,281,222,266,20.15,21.36,22.66,24.32,25.61,26.97,15.98,17.11,18.35
BRY,co2,800,400,2004,12,winter,wet,-154.9263517,19.44956863,0,0,273.04,596.38,283,222,271,20.17,21.37,22.67,24.33,25.61,26.97,16,17.13,18.36
BRY,gravid,0,600,2002,3,spring,wet,-154.934019,19.45131096,0,0,308.17,173.68,317,355,394,19.01,17.85,19.29,23.09,21.62,23.21,14.92,14.07,15.36
BRY,gravid,0,900,2002,3,spring,wet,-154.9340034,19.4539657,0,0,296.9,169.66,318,358,397,19.04,17.88,19.32,23.11,21.64,23.23,14.96,14.11,15.4
BRY,gravid,600,200,2002,3,spring,wet,-154.9282121,19.44775372,0,0,289.57,701.61,311,356,381,19.15,17.98,19.42,23.2,21.72,23.31,15.09,14.24,15.52
BRY,gravid,600,300,2002,3,spring,wet,-154.9281699,19.44868017,0,0,286.94,725.11,311,356,381,19.15,17.98,19.42,23.2,21.72,23.31,15.09,14.24,15.52
BRY,gravid,800,500,2002,3,spring,wet,-154.9263725,19.45049689,0,0,273.45,514.84,310,361,382,19.22,18.06,19.5,23.25,21.77,23.37,15.19,14.34,15.62
BRY,gravid,0,900,2002,5,spring,dry,-154.9340034,19.4539657,0,0,296.9,169.66,302,181,318,21.06,20.62,19.04,24.95,24.82,23.11,17.16,16.41,14.96
BRY,gravid,200,500,2002,5,spring,dry,-154.9320946,19.45039987,0,0,301.2,399.15,300,180,316,21.08,20.64,19.05,24.97,24.84,23.12,17.18,16.44,14.98
BRY,gravid,600,600,2002,5,spring,dry,-154.9282589,19.4513514,0,0,279.72,429.04,303,179,312,21.21,20.78,19.19,25.07,24.95,23.23,17.35,16.61,15.15
BRY,gravid,800,300,2002,5,spring,dry,-154.9263322,19.4486997,1,1,275.39,639.85,300,178,309,21.26,20.83,19.24,25.11,24.99,23.27,17.4,16.66,15.2
BRY,gravid,800,800,2002,5,spring,dry,-154.9263703,19.45316688,0,0,275.08,218.46,308,180,312,21.23,20.8,19.22,25.08,24.95,23.25,17.37,16.64,15.18
BRY,gravid,800,900,2002,5,spring,dry,-154.9264148,19.45408263,0,0,274.59,117.03,308,180,312,21.23,20.8,19.22,25.08,24.95,23.25,17.37,16.64,15.18
BRY,gravid,0,400,2002,6,summer,dry,-154.9339791,19.44951145,0,0,309.46,303.99,178,294,179,21.78,21.03,20.59,26.48,24.94,24.81,17.07,17.12,16.37
BRY,gravid,200,100,2002,6,summer,dry,-154.9320614,19.44679597,0,0,303.58,515.83,177,291,177,21.84,21.09,20.65,26.53,24.99,24.86,17.14,17.18,16.43
BRY,gravid,200,300,2002,6,summer,dry,-154.9320062,19.44856707,1,1,298.52,519.83,179,296,179,21.85,21.1,20.67,26.52,24.99,24.87,17.17,17.2,16.46
BRY,gravid,200,700,2002,6,summer,dry,-154.9320967,19.45218842,0,0,299.2,363.31,184,303,181,21.85,21.11,20.67,26.5,24.99,24.86,17.19,17.22,16.48
BRY,gravid,400,300,2002,6,summer,dry,-154.930141,19.44866823,0,0,294.63,670.46,180,297,178,21.87,21.12,20.69,26.54,25.01,24.89,17.2,17.23,16.49
BRY,gravid,600,100,2002,6,summer,dry,-154.9282531,19.44685457,0,0,281.32,642.94,178,294,177,22,21.25,20.82,26.64,25.11,24.99,17.35,17.38,16.64
BRY,gravid,800,500,2002,6,summer,dry,-154.9263725,19.45049689,0,0,273.45,514.84,185,304,179,21.99,21.24,20.81,26.61,25.09,24.97,17.36,17.38,16.65
BRY,gravid,200,300,2002,7,summer,dry,-154.9320062,19.44856707,0,0,298.52,519.83,144,179,296,22.23,21.85,21.1,26.01,26.52,24.99,18.44,17.17,17.2
BRY,gravid,200,500,2002,7,summer,dry,-154.9320946,19.45039987,0,0,301.2,399.15,145,182,300,22.2,21.82,21.08,25.98,26.5,24.97,18.41,17.14,17.18
BRY,gravid,200,900,2002,7,summer,dry,-154.9321566,19.45403056,0,0,291,175.68,147,184,303,22.23,21.85,21.11,25.99,26.51,24.99,18.46,17.19,17.22
BRY,gravid,400,200,2002,7,summer,dry,-154.9301249,19.44772565,0,0,299.07,714.58,143,180,297,22.25,21.87,21.12,26.03,26.54,25.01,18.47,17.2,17.23
BRY,gravid,800,200,2002,7,summer,dry,-154.9263179,19.44776895,0,0,275.91,569.69,143,182,300,22.39,22,21.26,26.12,26.63,25.11,18.65,17.37,17.4
BRY,gravid,800,400,2002,7,summer,dry,-154.9263517,19.44956863,0,0,273.04,596.38,143,182,300,22.39,22,21.26,26.12,26.63,25.11,18.65,17.37,17.4
BRY,gravid,800,800,2002,7,summer,dry,-154.9263703,19.45316688,0,0,275.08,218.46,146,187,308,22.35,21.97,21.23,26.07,26.59,25.08,18.62,17.35,17.37
BRY,gravid,0,500,2002,8,summer,dry,-154.9339901,19.45043386,0,0,309.16,225.5,311,146,181,22.59,22.16,21.77,26.82,25.95,26.46,18.35,18.36,17.08
BRY,gravid,0,600,2002,8,summer,dry,-154.934019,19.45131096,0,0,308.17,173.68,311,146,181,22.59,22.16,21.78,26.82,25.95,26.47,18.35,18.36,17.08
BRY,gravid,0,700,2002,8,summer,dry,-154.9340494,19.45223084,0,0,305.79,157.81,314,148,183,22.61,22.17,21.8,26.82,25.95,26.47,18.39,18.39,17.12
BRY,gravid,200,100,2002,8,summer,dry,-154.9320614,19.44679597,1,1,303.58,515.83,305,142,177,22.65,22.22,21.84,26.88,26.02,26.53,18.41,18.42,17.14
BRY,gravid,400,400,2002,8,summer,dry,-154.9301372,19.44952551,2,1,292.15,627.04,308,143,180,22.68,22.25,21.88,26.89,26.03,26.55,18.47,18.47,17.2
BRY,gravid,600,400,2002,8,summer,dry,-154.9282039,19.44955224,0,0,280.37,628.48,308,143,181,22.73,22.3,21.92,26.93,26.06,26.58,18.53,18.53,17.26
BRY,gravid,600,800,2002,8,summer,dry,-154.9282655,19.4531511,0,0,279.71,229.31,314,147,186,22.75,22.32,21.94,26.92,26.05,26.57,18.58,18.58,17.31
BRY,gravid,0,400,2002,9,fall,dry,-154.9339791,19.44951145,0,0,309.46,303.99,170,308,144,21.96,22.59,22.16,26.23,26.83,25.96,17.69,18.34,18.35
BRY,gravid,0,500,2002,9,fall,dry,-154.9339901,19.45043386,0,0,309.16,225.5,173,311,146,21.96,22.59,22.16,26.22,26.82,25.95,17.7,18.35,18.36
BRY,gravid,400,100,2002,9,fall,dry,-154.9301096,19.44682578,0,0,293.57,701.84,165,305,141,22.11,22.72,22.3,26.35,26.93,26.07,17.86,18.51,18.52
BRY,gravid,400,600,2002,9,fall,dry,-154.9301438,19.45132542,0,0,292.91,440.97,172,311,145,22.07,22.68,22.25,26.3,26.88,26.02,17.83,18.48,18.48
BRY,gravid,400,900,2002,9,fall,dry,-154.9301762,19.45406069,0,0,286.42,137.52,175,314,147,22.08,22.69,22.27,26.3,26.88,26.02,17.85,18.5,18.51
BRY,gravid,800,200,2002,9,fall,dry,-154.9263179,19.44776895,0,0,275.91,569.69,167,308,143,22.2,22.81,22.39,26.41,26.98,26.12,17.99,18.64,18.65
BRY,gravid,800,300,2002,9,fall,dry,-154.9263322,19.4486997,0,0,275.39,639.85,167,308,143,22.2,22.81,22.39,26.41,26.98,26.12,17.99,18.64,18.65
BRY,gravid,0,900,2002,10,fall,dry,-154.9340034,19.4539657,0,0,296.9,169.66,139,176,314,22.28,21.98,22.61,26.67,26.23,26.82,17.88,17.73,18.39
BRY,gravid,200,900,2002,10,fall,dry,-154.9321566,19.45403056,0,0,291,175.68,139,176,314,22.33,22.04,22.66,26.72,26.27,26.86,17.94,17.8,18.46
BRY,gravid,400,200,2002,10,fall,dry,-154.9301249,19.44772565,0,0,299.07,714.58,134,168,308,22.36,22.06,22.68,26.75,26.31,26.89,17.96,17.81,18.47
BRY,gravid,600,600,2002,10,fall,dry,-154.9282589,19.4513514,0,0,279.72,429.04,137,171,311,22.44,22.15,22.77,26.8,26.36,26.94,18.07,17.93,18.59
BRY,gravid,600,700,2002,10,fall,dry,-154.9282784,19.45222004,0,0,279.66,332.72,140,174,314,22.42,22.13,22.75,26.79,26.34,26.91,18.05,17.92,18.58
BRY,gravid,800,200,2002,10,fall,dry,-154.9263179,19.44776895,0,0,275.91,569.69,135,167,308,22.49,22.2,22.81,26.85,26.41,26.98,18.12,17.99,18.64
BRY,gravid,800,700,2002,10,fall,dry,-154.9263267,19.45226789,0,0,273.86,318.04,140,174,314,22.45,22.16,22.77,26.81,26.36,26.93,18.09,17.96,18.61
BRY,gravid,0,600,2002,11,fall,wet,-154.934019,19.45131096,0,0,308.17,173.68,60,137,173,21.22,22.25,21.96,26.1,26.66,26.22,16.34,17.84,17.7
BRY,gravid,200,200,2002,11,fall,wet,-154.9320334,19.44769557,0,0,302.1,513.52,59,134,169,21.29,22.33,22.04,26.16,26.72,26.29,16.42,17.93,17.78
BRY,gravid,200,400,2002,11,fall,wet,-154.9320509,19.44949421,1,1,299.34,451.37,59,134,169,21.29,22.33,22.04,26.16,26.72,26.29,16.42,17.93,17.78
BRY,gravid,200,900,2002,11,fall,wet,-154.9321566,19.45403056,0,0,291,175.68,60,139,176,21.3,22.33,22.04,26.15,26.72,26.27,16.44,17.94,17.8
BRY,gravid,600,100,2002,11,fall,wet,-154.9282531,19.44685457,0,0,281.32,642.94,58,131,165,21.45,22.48,22.19,26.29,26.85,26.41,16.6,18.11,17.97
BRY,gravid,600,600,2002,11,fall,wet,-154.9282589,19.4513514,0,0,279.72,429.04,59,137,171,21.4,22.44,22.15,26.24,26.8,26.36,16.56,18.07,17.93
BRY,gravid,800,200,2002,11,fall,wet,-154.9263179,19.44776895,0,0,275.91,569.69,59,135,167,21.45,22.49,22.2,26.29,26.85,26.41,16.61,18.12,17.99
BRY,gravid,800,900,2002,11,fall,wet,-154.9264148,19.45408263,0,0,274.59,117.03,60,140,174,21.42,22.45,22.16,26.25,26.81,26.36,16.59,18.09,17.96
BRY,gravid,0,500,2002,12,winter,wet,-154.9339901,19.45043386,0,0,309.16,225.5,247,60,137,19.69,21.22,22.25,23.85,26.1,26.66,15.53,16.34,17.84
BRY,gravid,200,500,2002,12,winter,wet,-154.9320946,19.45039987,0,0,301.2,399.15,247,59,137,19.74,21.26,22.3,23.89,26.13,26.7,15.59,16.39,17.9
BRY,gravid,200,900,2002,12,winter,wet,-154.9321566,19.45403056,0,0,291,175.68,250,60,139,19.78,21.3,22.33,23.91,26.15,26.72,15.64,16.44,17.94
BRY,gravid,400,100,2002,12,winter,wet,-154.9301096,19.44682578,0,0,293.57,701.84,240,58,131,19.82,21.36,22.39,23.95,26.22,26.78,15.69,16.49,18
BRY,gravid,400,400,2002,12,winter,wet,-154.9301372,19.44952551,0,0,292.15,627.04,243,59,134,19.78,21.32,22.36,23.92,26.18,26.75,15.64,16.45,17.96
BRY,gravid,400,800,2002,12,winter,wet,-154.9301651,19.45312529,0,0,288.45,241.29,250,60,140,19.81,21.33,22.36,23.93,26.18,26.74,15.68,16.48,17.98
BRY,gravid,600,200,2002,12,winter,wet,-154.9282121,19.44775372,0,0,289.57,701.61,243,59,134,19.83,21.37,22.4,23.96,26.22,26.78,15.7,16.51,18.01
BRY,gravid,800,400,2002,12,winter,wet,-154.9263517,19.44956863,0,0,273.04,596.38,242,59,135,19.92,21.45,22.49,24.02,26.29,26.85,15.81,16.61,18.12
BRY,gravid,0,100,2003,1,winter,wet,-154.933909,19.44681241,0,0,314.62,321.5,79,241,59,19.4,19.67,21.21,24.34,23.84,26.1,14.46,15.5,16.31
BRY,gravid,200,200,2003,1,winter,wet,-154.9320334,19.44769557,0,0,302.1,513.52,79,244,59,19.49,19.76,21.29,24.41,23.9,26.16,14.57,15.61,16.42
BRY,gravid,400,100,2003,1,winter,wet,-154.9301096,19.44682578,0,0,293.57,701.84,78,240,58,19.54,19.82,21.36,24.45,23.95,26.22,14.63,15.69,16.49
